months_as_customer,age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,T1GR01,T1GR02,T1GR03,T1GR04,T1GR05,T1GR06,T1GR07,T1GR08,T1GR09,T1GR10,T1GR11,T1GR12,T1GR13,T1GR14,T2GR01,T2GR02,T2GR03,T2GR04,T2GR05,T2GR06,T2GR07,T2GR08,T2GR09,T2GR10,PLGR01,PLGR02,PLGR03,PLGR04,PLGR05,PLGR06,PLGR07,PLGR08,PLGR09,PLGR10
156,31,MALE,PhD,other-service,reading,husband,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,Police,3,1,?,2,0,?,59000,5900,5900,47200,Ford,2013,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
232,43,MALE,College,machine-op-inspct,golf,husband,2015-01-18,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,17,3,NO,0,1,?,70600,7060,14120,49420,Volkswagen,2013,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
244,40,MALE,Masters,armed-forces,base-jumping,other-relative,2015-01-10,Multi-vehicle Collision,Side Collision,Minor Damage,Police,5,3,?,1,1,?,61490,5590,11180,44720,Dodge,2001,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1
84,30,FEMALE,MD,protective-serv,kayaking,wife,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,NO,1,0,YES,57640,5240,10480,41920,Volkswagen,2010,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
394,57,FEMALE,High School,craft-repair,movies,own-child,2015-01-25,Vehicle Theft,?,Trivial Damage,Police,9,1,NO,1,0,NO,6890,1060,1060,4770,Audi,1999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
246,45,MALE,JD,machine-op-inspct,hiking,wife,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Fire,9,3,?,2,2,?,53280,11840,5920,35520,Toyota,2006,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,29,FEMALE,JD,handlers-cleaners,video-games,unmarried,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,22,3,NO,0,0,?,78300,15660,7830,54810,BMW,2009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
156,37,MALE,Associate,protective-serv,reading,other-relative,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,0,3,NO,41490,4610,4610,32270,Nissan,2001,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
195,36,FEMALE,Associate,machine-op-inspct,camping,wife,2015-02-25,Multi-vehicle Collision,Front Collision,Total Loss,Fire,14,3,YES,2,3,YES,68970,12540,6270,50160,Chevrolet,2007,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
369,55,MALE,College,handlers-cleaners,camping,husband,2015-01-27,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,6,3,?,2,0,YES,85300,17060,8530,59710,Toyota,2003,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
271,40,FEMALE,Associate,other-service,camping,wife,2015-02-19,Parked Car,?,Minor Damage,,6,1,NO,0,0,NO,3080,560,280,2240,Audi,2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
332,47,MALE,MD,craft-repair,paintball,other-relative,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Police,22,4,YES,2,0,?,71760,11040,11040,49680,Jeep,2010,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
107,26,FEMALE,JD,armed-forces,skydiving,wife,2015-01-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,14,3,?,1,0,NO,59700,11940,11940,35820,Nissan,2002,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217,39,FEMALE,Masters,other-service,skydiving,other-relative,2015-01-10,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,16,3,NO,0,2,?,64920,10820,10820,43280,Ford,1997,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1
243,43,FEMALE,Associate,machine-op-inspct,board-games,own-child,2015-01-28,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,10,3,?,0,1,NO,37530,4170,4170,29190,Jeep,2008,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1
296,42,MALE,Associate,tech-support,paintball,husband,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,9,3,YES,1,2,NO,64080,7120,7120,49840,Saab,2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264,41,MALE,PhD,prof-specialty,cross-fit,unmarried,2015-02-08,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,NO,1,0,?,60390,10980,5490,43920,BMW,2004,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,33,FEMALE,JD,armed-forces,exercise,not-in-family,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Police,6,3,?,0,1,YES,64350,5850,11700,46800,Nissan,2011,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,38,FEMALE,College,other-service,sleeping,own-child,2015-02-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,3,YES,2,1,YES,70900,14180,7090,49630,BMW,1997,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
259,39,FEMALE,JD,craft-repair,movies,unmarried,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,12,3,NO,1,3,?,46560,7760,7760,31040,Nissan,2012,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186,33,FEMALE,Associate,craft-repair,cross-fit,wife,2015-01-14,Vehicle Theft,?,Trivial Damage,Police,3,1,NO,2,1,?,4730,860,860,3010,Chevrolet,2013,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
201,40,FEMALE,PhD,transport-moving,video-games,not-in-family,2015-02-18,Vehicle Theft,?,Minor Damage,Police,14,1,YES,0,0,YES,6820,1240,1240,4340,Jeep,2003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
436,58,MALE,PhD,tech-support,sleeping,other-relative,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,?,0,2,?,59900,11980,5990,41930,BMW,1997,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189,36,FEMALE,MD,priv-house-serv,basketball,own-child,2015-02-13,Multi-vehicle Collision,Side Collision,Major Damage,Police,17,3,?,1,3,YES,79560,13260,13260,53040,Ford,2009,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
105,33,FEMALE,High School,adm-clerical,kayaking,not-in-family,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,YES,0,1,?,70290,12780,6390,51120,Accura,2008,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,31,MALE,JD,priv-house-serv,hiking,not-in-family,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,YES,2,0,NO,63910,5810,11620,46480,Suburu,1999,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
219,40,FEMALE,Associate,transport-moving,golf,not-in-family,2015-01-29,Vehicle Theft,?,Trivial Damage,,6,1,?,1,0,NO,6400,640,640,5120,Toyota,1997,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
88,25,FEMALE,JD,handlers-cleaners,movies,husband,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,6,1,YES,1,2,YES,66780,7420,7420,51940,Ford,2013,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
40,39,FEMALE,College,sales,hiking,own-child,2015-02-01,Parked Car,?,Minor Damage,Police,8,1,NO,0,2,?,8760,1460,1460,5840,BMW,2013,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
284,42,MALE,Associate,machine-op-inspct,kayaking,wife,2015-01-29,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,13,1,YES,0,1,?,94160,8560,17120,68480,Chevrolet,1996,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
59,40,MALE,College,protective-serv,golf,other-relative,2015-02-06,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,?,0,2,NO,51570,5730,11460,34380,BMW,2010,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
39,31,FEMALE,High School,handlers-cleaners,polo,husband,2015-01-28,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,14,3,?,1,0,NO,52700,10540,10540,31620,BMW,2014,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
147,34,MALE,High School,sales,dancing,wife,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Fire,13,1,YES,2,2,?,101010,15540,15540,69930,Mercedes,1998,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
156,37,MALE,High School,exec-managerial,golf,unmarried,2015-01-16,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,16,4,?,1,2,YES,53400,5340,5340,42720,Honda,2010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
123,31,FEMALE,Associate,prof-specialty,basketball,wife,2015-02-17,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,?,1,2,NO,72120,12020,12020,48080,Mercedes,2009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
231,43,MALE,College,protective-serv,reading,wife,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,YES,2,2,YES,77100,7710,15420,53970,Audi,2010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247,39,FEMALE,College,handlers-cleaners,dancing,wife,2015-02-25,Parked Car,?,Trivial Damage,Police,3,1,?,2,3,?,3300,600,0,2700,Dodge,2003,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
194,35,FEMALE,MD,adm-clerical,golf,not-in-family,2015-02-26,Parked Car,?,Minor Damage,,7,1,YES,1,0,?,5940,1080,540,4320,Nissan,2003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,27,MALE,High School,transport-moving,video-games,other-relative,2015-02-06,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,2,NO,1,0,?,63720,7080,21240,35400,Accura,2006,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,43,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,2015-02-03,Vehicle Theft,?,Trivial Damage,Police,15,1,NO,1,3,NO,7680,1280,640,5760,Audi,2008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,31,MALE,Associate,handlers-cleaners,yachting,own-child,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,1,2,?,93730,14420,21630,57680,Honda,2001,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
48,44,MALE,College,sales,base-jumping,other-relative,2015-01-21,Multi-vehicle Collision,Rear Collision,Major Damage,Police,23,3,YES,0,2,?,87300,17460,17460,52380,Jeep,2013,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
267,40,MALE,JD,transport-moving,camping,wife,2015-01-24,Parked Car,?,Trivial Damage,Police,5,1,?,0,2,NO,5670,1260,630,3780,Ford,1997,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
286,47,MALE,High School,priv-house-serv,bungie-jumping,husband,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,YES,0,0,NO,65800,13160,6580,46060,Accura,2001,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
175,34,FEMALE,JD,handlers-cleaners,base-jumping,wife,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Other,14,1,?,2,1,YES,36720,4080,4080,28560,Honda,2009,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,29,FEMALE,PhD,farming-fishing,kayaking,own-child,2015-01-09,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,?,1,1,YES,52800,4800,9600,38400,Mercedes,1996,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
151,37,FEMALE,Associate,protective-serv,cross-fit,unmarried,2015-02-15,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,14,3,NO,1,2,YES,59100,5910,5910,47280,Nissan,1998,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
156,37,MALE,Associate,machine-op-inspct,hiking,unmarried,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,?,1,1,YES,77440,14080,7040,56320,Suburu,1999,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
165,36,MALE,Masters,armed-forces,golf,husband,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,20,3,NO,2,2,NO,45700,4570,4570,36560,BMW,2008,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253,41,FEMALE,PhD,sales,dancing,other-relative,2015-01-01,Multi-vehicle Collision,Rear Collision,Major Damage,Other,10,3,NO,2,2,YES,80740,7340,14680,58720,Toyota,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
10,26,MALE,MD,sales,base-jumping,not-in-family,2015-02-16,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,?,0,3,?,31350,2850,5700,22800,Honda,2001,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1
158,33,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Other,0,1,?,0,0,?,35000,3500,7000,24500,Suburu,2012,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
436,59,MALE,PhD,protective-serv,board-games,own-child,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,10,3,?,2,2,NO,68000,13600,6800,47600,Toyota,2014,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,30,FEMALE,Masters,machine-op-inspct,golf,unmarried,2015-01-08,Multi-vehicle Collision,Side Collision,Minor Damage,Other,13,3,YES,2,0,?,84500,13000,13000,58500,BMW,2009,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
256,42,FEMALE,MD,transport-moving,bungie-jumping,wife,2015-01-22,Single Vehicle Collision,Rear Collision,Minor Damage,Police,14,1,NO,2,1,?,75500,7550,15100,52850,Nissan,1998,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274,46,MALE,High School,exec-managerial,bungie-jumping,not-in-family,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,NO,1,3,?,90600,15100,15100,60400,BMW,2009,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275,45,FEMALE,Associate,adm-clerical,camping,wife,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,8,3,YES,1,1,?,64320,5360,10720,48240,Accura,1998,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1,33,FEMALE,High School,transport-moving,yachting,not-in-family,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,?,1,0,?,31700,6340,3170,22190,Toyota,2006,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
85,30,MALE,Associate,protective-serv,reading,other-relative,2015-01-31,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,YES,0,1,YES,74280,12380,12380,49520,Suburu,2006,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1
233,37,FEMALE,High School,sales,video-games,wife,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,0,2,YES,80520,13420,6710,60390,Toyota,2005,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
142,30,MALE,JD,adm-clerical,polo,husband,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Other,13,3,YES,0,3,YES,63600,6360,12720,44520,Dodge,2010,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
266,44,MALE,High School,handlers-cleaners,movies,husband,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,4,1,?,1,2,YES,32800,3280,3280,26240,BMW,2012,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
350,50,FEMALE,Masters,priv-house-serv,board-games,other-relative,2015-02-26,Multi-vehicle Collision,Rear Collision,Total Loss,Police,14,3,NO,0,2,NO,44190,9820,4910,29460,Audi,2015,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
97,26,MALE,College,exec-managerial,sleeping,not-in-family,2015-02-08,Multi-vehicle Collision,Rear Collision,Major Damage,Other,4,2,YES,2,2,NO,50400,10080,5040,35280,Honda,2000,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
399,55,MALE,JD,tech-support,sleeping,not-in-family,2015-02-07,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,88400,17680,8840,61880,Nissan,2010,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0
305,49,FEMALE,High School,farming-fishing,bungie-jumping,own-child,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Fire,21,3,YES,0,2,?,66550,12100,6050,48400,Volkswagen,2003,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
276,47,MALE,PhD,craft-repair,yachting,own-child,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,?,65780,5980,11960,47840,Chevrolet,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
257,40,MALE,MD,armed-forces,base-jumping,husband,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,6,3,?,0,2,YES,51810,9420,4710,37680,Audi,2002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
78,31,MALE,PhD,protective-serv,board-games,own-child,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,NO,1,0,NO,55660,5060,10120,40480,Honda,2009,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
129,28,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,2015-02-21,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,?,2,3,?,44640,9920,4960,29760,Toyota,2005,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
283,46,FEMALE,PhD,transport-moving,reading,husband,2015-01-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,?,1,3,NO,77660,7060,14120,56480,Nissan,2004,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
85,25,FEMALE,JD,tech-support,base-jumping,unmarried,2015-02-16,Parked Car,?,Trivial Damage,,8,1,NO,2,2,?,5640,940,940,3760,Nissan,2005,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
101,26,FEMALE,MD,prof-specialty,reading,husband,2015-02-04,Parked Car,?,Trivial Damage,,4,1,?,2,2,?,3190,580,580,2030,Suburu,1995,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
96,30,MALE,College,prof-specialty,hiking,wife,2015-02-24,Single Vehicle Collision,Side Collision,Total Loss,Fire,22,1,?,0,0,YES,53440,0,6680,46760,Ford,2004,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
121,31,FEMALE,JD,armed-forces,camping,unmarried,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Police,16,1,NO,0,1,YES,65250,7250,7250,50750,BMW,2002,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
176,39,MALE,College,armed-forces,sleeping,unmarried,2015-02-05,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,14,3,NO,2,1,NO,44280,4920,4920,34440,Chevrolet,2008,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
159,37,MALE,Associate,tech-support,camping,wife,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,2,0,NO,70290,7810,7810,54670,Dodge,1999,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
120,30,FEMALE,Associate,priv-house-serv,movies,husband,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Other,20,1,?,1,1,YES,87100,8710,8710,69680,Saab,2000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
212,35,MALE,MD,priv-house-serv,video-games,unmarried,2015-01-21,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,?,1,3,?,50380,4580,4580,41220,Suburu,1996,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
290,45,FEMALE,JD,sales,cross-fit,wife,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,2,2,NO,64800,12960,6480,45360,Audi,2014,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,42,FEMALE,Associate,craft-repair,movies,wife,2015-02-24,Single Vehicle Collision,Rear Collision,Minor Damage,Other,13,1,YES,1,3,NO,70400,12800,12800,44800,BMW,2000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
66,26,MALE,College,armed-forces,skydiving,own-child,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Police,8,1,?,2,2,YES,57860,0,10520,47340,Suburu,2008,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
334,47,MALE,Masters,protective-serv,sleeping,other-relative,2015-01-31,Vehicle Theft,?,Minor Damage,,3,1,?,0,3,NO,6240,960,960,4320,Ford,2011,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
216,38,FEMALE,Associate,tech-support,board-games,unmarried,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Police,16,1,?,2,3,NO,66600,16650,11100,38850,Jeep,2012,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
